"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","1998M06","Large (size 2) eggs per dozen","IEP","1.624"
"National Average Price","1998M06","Medium (size 3) eggs per dozen","IEP","1.368"
"National Average Price","1998M06","Bread white sliced, large (800g)","IEP","0.735"
"National Average Price","1998M06","Bread brown sliced, large (800g)","IEP","0.823"
"National Average Price","1998M06","Bread white sliced, small (400g)","IEP","0.554"
"National Average Price","1998M06","White, plain flour per 2 kgs.","IEP","0.935"
"National Average Price","1998M06","White, self-raising flour per 2 kgs.","IEP","0.938"
"National Average Price","1998M06","Brown, wholemeal flour per 2 kgs.","IEP","0.979"
"National Average Price","1998M06","White granulated sugar per kg.","IEP","0.893"
"National Average Price","1998M06","Jam per lb.","IEP","1.061"
"National Average Price","1998M06","Honey per lb.","IEP","1.675"
"National Average Price","1998M06","Marmalade per lb.","IEP","1.048"
"National Average Price","1998M06","Stout - take home (6 x 250ml)","IEP","4.161"
"National Average Price","1998M06","Lager - take home (4 x 330ml)","IEP","4.084"
"National Average Price","1998M06","Ale - take home (6 x 250ml)","IEP","4.25"
"National Average Price","1998M06","Cider - take home ( 500ml can)","IEP","1.239"
"National Average Price","1998M06","Whiskey - take home (70cl bottle)","IEP","13.65"
"National Average Price","1998M06","Brandy - take home (70cl bottle)","IEP","18.326"
"National Average Price","1998M06","Vodka - take home (70cl bottle)","IEP","12.34"
"National Average Price","1998M06","Sherry - take home (75cl bottle)","IEP","8.154"
"National Average Price","1998M06","Stout - draught bar (1 pint)","IEP","2.067"
"National Average Price","1998M06","Lager - draught lounge (1/2 pint)","IEP","1.297"
"National Average Price","1998M06","Lager - draught lounge (1 pint)","IEP","2.285"
"National Average Price","1998M06","Lager - bottled bar (330ml bottle)","IEP","2.238"
"National Average Price","1998M06","Ale - draught bar (1/2 pint)","IEP","1.209"
"National Average Price","1998M06","Ale - draught bar (1 pint)","IEP","2.095"
"National Average Price","1998M06","Cider - bar (330ml bottle)","IEP","2.343"
"National Average Price","1998M06","Plain cigarettes, standard size per 20 pk.","IEP","3.119"
"National Average Price","1998M06","Filtered cigarettes, standard size per 20 pk.","IEP","3.094"
"National Average Price","1998M06","Leaded petrol per ltr.","IEP","0.693"
"National Average Price","1998M06","Petrol - unleaded per ltr.","IEP","0.59"
"National Average Price","1998M06","Liquid petroleum gas per ltr.","IEP","0.381"
"National Average Price","1998M06","Diesel per ltr.","IEP","0.555"
"National Average Price","1998M07","Round steak per kg.","IEP","5.821"
"National Average Price","1998M07","Sirloin steak per kg.","IEP","8.7"
"National Average Price","1998M07","Rib steak per kg.","IEP","4.023"
"National Average Price","1998M07","Leg beef (boneless) per kg.","IEP","4.294"
"National Average Price","1998M07","Brisket pot roast per kg.","IEP","4.146"
"National Average Price","1998M07","Lamb whole leg per kg.","IEP","5.865"
"National Average Price","1998M07","Lamb loin chops per kg.","IEP","8.422"
"National Average Price","1998M07","Lamb gigot chops per kg.","IEP","5.79"
"National Average Price","1998M07","Lamb - neck per kg.","IEP","2.688"
"National Average Price","1998M07","Lambs liver per kg.","IEP","3.341"
"National Average Price","1998M07","Whole leg of pork per kg.","IEP","3.962"
"National Average Price","1998M07","Pork loin chops per kg.","IEP","5.865"
"National Average Price","1998M07","Shoulder roast of pork per kg.","IEP","3.275"
"National Average Price","1998M07","Pork steak per kg.","IEP","8.314"
"National Average Price","1998M07","Best back rashers per kg.","IEP","6.605"
"National Average Price","1998M07","Streaky rashers per kg.","IEP","4.31"
"National Average Price","1998M07","Ham fillet per kg.","IEP","5.654"
"National Average Price","1998M07","Cooked ham per kg.","IEP","8.519"
"National Average Price","1998M07","Pork sausages per kg.","IEP","3.05"
"National Average Price","1998M07","Black pudding per kg.","IEP","3.035"
"National Average Price","1998M07","Fillet of whiting per kg.","IEP","4.641"
"National Average Price","1998M07","Cod cutlets per kg.","IEP","7.163"
"National Average Price","1998M07","Fillet of plaice per kg.","IEP","8.882"
"National Average Price","1998M07","Smoked kippers per kg.","IEP","4.438"
"National Average Price","1998M07","Potatoes per 5lbs","IEP","1.761"
"National Average Price","1998M07","Potatoes 10 kg.","IEP","4.989"
"National Average Price","1998M07","Tomatoes per kg.","IEP","1.587"
"National Average Price","1998M07","Onions per kg.","IEP","1.077"
"National Average Price","1998M07","Broccoli per kg.","IEP","2.355"
"National Average Price","1998M07","Carrots per kg.","IEP","0.913"
"National Average Price","1998M07","Mushrooms per kg.","IEP","3.026"
"National Average Price","1998M07","Fresh pasteurised milk per litre","IEP","0.629"
"National Average Price","1998M07","Irish cheddar per kg.","IEP","5.82"
"National Average Price","1998M07","Butter per lb.","IEP","1.597"
"National Average Price","1998M07","Large (size 2) eggs per dozen","IEP","1.631"
"National Average Price","1998M07","Medium (size 3) eggs per dozen","IEP","1.353"
"National Average Price","1998M07","Bread white sliced, large (800g)","IEP","0.739"
"National Average Price","1998M07","Bread brown sliced, large (800g)","IEP","0.825"
"National Average Price","1998M07","Bread white sliced, small (400g)","IEP","0.55"
"National Average Price","1998M07","White, plain flour per 2 kgs.","IEP","0.937"
"National Average Price","1998M07","White, self-raising flour per 2 kgs.","IEP","0.942"
"National Average Price","1998M07","Brown, wholemeal flour per 2 kgs.","IEP","0.98"
"National Average Price","1998M07","White granulated sugar per kg.","IEP","0.894"
"National Average Price","1998M07","Jam per lb.","IEP","1.059"
"National Average Price","1998M07","Honey per lb.","IEP","1.663"
"National Average Price","1998M07","Marmalade per lb.","IEP","1.065"
"National Average Price","1998M07","Stout - take home (6 x 250ml)","IEP","4.175"
"National Average Price","1998M07","Lager - take home (4 x 330ml)","IEP","4.168"
"National Average Price","1998M07","Ale - take home (6 x 250ml)","IEP","4.24"
"National Average Price","1998M07","Cider - take home ( 500ml can)","IEP","1.227"
"National Average Price","1998M07","Whiskey - take home (70cl bottle)","IEP","13.655"
"National Average Price","1998M07","Brandy - take home (70cl bottle)","IEP","18.336"
"National Average Price","1998M07","Vodka - take home (70cl bottle)","IEP","12.208"
"National Average Price","1998M07","Sherry - take home (75cl bottle)","IEP","8.051"
"National Average Price","1998M07","Stout - draught bar (1 pint)","IEP","2.084"
"National Average Price","1998M07","Lager - draught lounge (1/2 pint)","IEP","1.305"
"National Average Price","1998M07","Lager - draught lounge (1 pint)","IEP","2.302"
"National Average Price","1998M07","Lager - bottled bar (330ml bottle)","IEP","2.257"
"National Average Price","1998M07","Ale - draught bar (1/2 pint)","IEP","1.22"
"National Average Price","1998M07","Ale - draught bar (1 pint)","IEP","2.115"
"National Average Price","1998M07","Cider - bar (330ml bottle)","IEP","2.379"
"National Average Price","1998M07","Plain cigarettes, standard size per 20 pk.","IEP","3.121"
"National Average Price","1998M07","Filtered cigarettes, standard size per 20 pk.","IEP","3.094"
"National Average Price","1998M07","Leaded petrol per ltr.","IEP","0.693"
"National Average Price","1998M07","Petrol - unleaded per ltr.","IEP","0.589"
"National Average Price","1998M07","Liquid petroleum gas per ltr.","IEP","0.381"
"National Average Price","1998M07","Diesel per ltr.","IEP","0.551"
"National Average Price","1998M08","Round steak per kg.","IEP","6.269"
"National Average Price","1998M08","Sirloin steak per kg.","IEP","8.515"
"National Average Price","1998M08","Rib steak per kg.","IEP","4.061"
"National Average Price","1998M08","Leg beef (boneless) per kg.","IEP","4.336"
"National Average Price","1998M08","Brisket pot roast per kg.","IEP","4.133"
"National Average Price","1998M08","Lamb whole leg per kg.","IEP","5.749"
"National Average Price","1998M08","Lamb loin chops per kg.","IEP","8.041"
"National Average Price","1998M08","Lamb gigot chops per kg.","IEP","5.666"
"National Average Price","1998M08","Lamb - neck per kg.","IEP","2.654"
"National Average Price","1998M08","Lambs liver per kg.","IEP","3.352"
"National Average Price","1998M08","Whole leg of pork per kg.","IEP","3.879"
"National Average Price","1998M08","Pork loin chops per kg.","IEP","5.807"
"National Average Price","1998M08","Shoulder roast of pork per kg.","IEP","3.246"
"National Average Price","1998M08","Pork steak per kg.","IEP","8.293"
"National Average Price","1998M08","Best back rashers per kg.","IEP","6.553"
"National Average Price","1998M08","Streaky rashers per kg.","IEP","4.309"
"National Average Price","1998M08","Ham fillet per kg.","IEP","5.631"
"National Average Price","1998M08","Cooked ham per kg.","IEP","8.609"
"National Average Price","1998M08","Pork sausages per kg.","IEP","3.065"
"National Average Price","1998M08","Black pudding per kg.","IEP","3.014"
"National Average Price","1998M08","Fillet of whiting per kg.","IEP","4.607"
"National Average Price","1998M08","Cod cutlets per kg.","IEP","7.268"
"National Average Price","1998M08","Fillet of plaice per kg.","IEP","8.918"
"National Average Price","1998M08","Smoked kippers per kg.","IEP","4.402"
"National Average Price","1998M08","Potatoes per 5lbs","IEP","1.605"
"National Average Price","1998M08","Potatoes 10 kg.","IEP","4.875"
"National Average Price","1998M08","Tomatoes per kg.","IEP","1.59"
"National Average Price","1998M08","Onions per kg.","IEP","1"
"National Average Price","1998M08","Broccoli per kg.","IEP","1.964"
"National Average Price","1998M08","Carrots per kg.","IEP","0.808"
"National Average Price","1998M08","Mushrooms per kg.","IEP","3.095"
"National Average Price","1998M08","Fresh pasteurised milk per litre","IEP","0.629"
"National Average Price","1998M08","Irish cheddar per kg.","IEP","5.828"
"National Average Price","1998M08","Butter per lb.","IEP","1.597"
"National Average Price","1998M08","Large (size 2) eggs per dozen","IEP","1.637"
"National Average Price","1998M08","Medium (size 3) eggs per dozen","IEP","1.372"
"National Average Price","1998M08","Bread white sliced, large (800g)","IEP","0.743"
"National Average Price","1998M08","Bread brown sliced, large (800g)","IEP","0.829"
"National Average Price","1998M08","Bread white sliced, small (400g)","IEP","0.55"
"National Average Price","1998M08","White, plain flour per 2 kgs.","IEP","0.94"
"National Average Price","1998M08","White, self-raising flour per 2 kgs.","IEP","0.944"
"National Average Price","1998M08","Brown, wholemeal flour per 2 kgs.","IEP","0.986"
"National Average Price","1998M08","White granulated sugar per kg.","IEP","0.895"
"National Average Price","1998M08","Jam per lb.","IEP","1.059"
"National Average Price","1998M08","Honey per lb.","IEP","1.663"
"National Average Price","1998M08","Marmalade per lb.","IEP","1.068"
"National Average Price","1998M08","Stout - take home (6 x 250ml)","IEP","4.177"
"National Average Price","1998M08","Lager - take home (4 x 330ml)","IEP","4.195"
"National Average Price","1998M08","Ale - take home (6 x 250ml)","IEP","4.211"
"National Average Price","1998M08","Cider - take home ( 500ml can)","IEP","1.254"
"National Average Price","1998M08","Whiskey - take home (70cl bottle)","IEP","13.636"
"National Average Price","1998M08","Brandy - take home (70cl bottle)","IEP","18.329"
"National Average Price","1998M08","Vodka - take home (70cl bottle)","IEP","12.239"
"National Average Price","1998M08","Sherry - take home (75cl bottle)","IEP","7.99"
"National Average Price","1998M08","Stout - draught bar (1 pint)","IEP","2.084"
"National Average Price","1998M08","Lager - draught lounge (1/2 pint)","IEP","1.308"
"National Average Price","1998M08","Lager - draught lounge (1 pint)","IEP","2.305"
"National Average Price","1998M08","Lager - bottled bar (330ml bottle)","IEP","2.261"
"National Average Price","1998M08","Ale - draught bar (1/2 pint)","IEP","1.225"
"National Average Price","1998M08","Ale - draught bar (1 pint)","IEP","2.122"
"National Average Price","1998M08","Cider - bar (330ml bottle)","IEP","2.373"
"National Average Price","1998M08","Plain cigarettes, standard size per 20 pk.","IEP","3.122"
"National Average Price","1998M08","Filtered cigarettes, standard size per 20 pk.","IEP","3.095"
"National Average Price","1998M08","Leaded petrol per ltr.","IEP","0.694"
"National Average Price","1998M08","Petrol - unleaded per ltr.","IEP","0.589"
"National Average Price","1998M08","Liquid petroleum gas per ltr.","IEP","0.382"
"National Average Price","1998M08","Diesel per ltr.","IEP","0.55"
"National Average Price","1998M09","Round steak per kg.","IEP","6.17"
"National Average Price","1998M09","Sirloin steak per kg.","IEP","8.309"
"National Average Price","1998M09","Rib steak per kg.","IEP","4.089"
"National Average Price","1998M09","Leg beef (boneless) per kg.","IEP","4.328"
"National Average Price","1998M09","Brisket pot roast per kg.","IEP","4.104"
"National Average Price","1998M09","Lamb whole leg per kg.","IEP","5.579"
"National Average Price","1998M09","Lamb loin chops per kg.","IEP","8.242"
"National Average Price","1998M09","Lamb gigot chops per kg.","IEP","5.542"
"National Average Price","1998M09","Lamb - neck per kg.","IEP","2.7"
"National Average Price","1998M09","Lambs liver per kg.","IEP","3.369"
"National Average Price","1998M09","Whole leg of pork per kg.","IEP","3.906"
"National Average Price","1998M09","Pork loin chops per kg.","IEP","6.011"
"National Average Price","1998M09","Shoulder roast of pork per kg.","IEP","3.199"
